name,lat,long,test,link
TIMBERLAND TROPHIES,43.6635431,-90.85755,Voluntary,https://maps.app.goo.gl/mGfcG1H9vZ2z1jqo6
KUMLIN TAXIDERMY,43.424048,-91.19779,Voluntary,https://maps.app.goo.gl/CyXYJfF9fRcQkbo39
SPOONER DNR SERVICE CENTER,45.8217039,-91.89788,Voluntary,https://maps.app.goo.gl/dGBexmHtzc3mMhSz6
ZIMMERMAN TAXIDERMY,45.8183516,-91.76422,Voluntary,https://maps.app.goo.gl/7Ng3bf7S8UVh9Yii6
WDNR WILDLIFE BIOLOGIST,44.33785,-89.20464,Voluntary,https://maps.app.goo.gl/j1uFPQD6GcRDTqy36
ALL SEASON TAXIDERMY,44.0656,-89.2666,Voluntary,https://maps.app.goo.gl/da1HXd2sGCrxTMBRA
DNR OSHKOSH SERVICE CENTER,44.082998,-88.52913,Voluntary,https://maps.app.goo.gl/pjaSP76YP51Z37Mx9
WISCONSIN RAPIDS DNR SERVICE CENTER,44.3515374,-89.82273,Voluntary,https://maps.app.goo.gl/4MJxcEuj9BjYnXMz5
OMG BUTCHERING,44.4375,-90.1892,Voluntary,https://maps.app.goo.gl/UeTsPYZprn1T3GNm8
J&S PROCESSING,44.6615,-90.1784,Voluntary,https://maps.app.goo.gl/4XponsTKCDyh97AJ7
SOUTHWEST REGIONAL OFFICE,40.466,-79.97569,Voluntary,https://maps.app.goo.gl/S2koo5dXwJAXK9M77
SGL 73 TOLLGATE LANE,40.2945638,-78.26377,Voluntary,https://maps.app.goo.gl/RigQqQdGzTyYjquH9
SGL 188 CREEK ROAD,40.7765175,-77.20806,Voluntary,https://maps.app.goo.gl/uG75ytQsFaJJzbUn9
STATE GAME LANDS 134,41.4144058,-76.80623,Voluntary,https://maps.app.goo.gl/hBazbQG4EFyRi8mP8
DAUPHIN COUNTY CREW HEADQUARTERS,40.5785123,40.57851,Voluntary,https://maps.app.goo.gl/eZGtDmYiygCUMcoE7
Boone Co. Fairgrounds,42.2821291,-88.84956,Mandatory,https://maps.app.goo.gl/eq5Lab1fSXWwyFQM6
Mississippi Palisades State Park,42.1475325,-90.1718,Mandatory,https://maps.app.goo.gl/KVBsjPfsDdVmkKdH7
Shabbona Lake State Park,41.7326376,-88.86448,Mandatory,https://maps.app.goo.gl/TtohvhqEzzCchKjP8
Gebhard Woods State Park,41.3572761,-88.4395,Mandatory,https://maps.app.goo.gl/tQXQt2kezxk4m6XMA
Elizabeth Community Building,42.3168305,-90.22775,Mandatory,https://maps.app.goo.gl/s8LTy98Ba6q2MZ749
Kankakee River State Park Visitor Center,41.203474,-87.9789,Mandatory,https://maps.app.goo.gl/Gaza4LPhqdgrPj1x6
Silver Springs State Park,41.6271511,-88.51885,Mandatory,https://maps.app.goo.gl/RzBLuSxVFDJxbnnH9
Buffalo Rock State Park,41.3280651,-88.90819,Mandatory,https://maps.app.goo.gl/XLqBQZaLckh2j2HC8
Pontiac Sportsman's Club,40.8933733,-88.66719,Mandatory,https://maps.app.goo.gl/kLtavmyX6sayrHdM9
Volo Bog State Natural Area,42.3562634,-88.18765,Mandatory,https://maps.app.goo.gl/ZpkozNwk7PCFanwa9
Castle Rock State Park,41.9784291,-89.35683,Mandatory,https://maps.app.goo.gl/uihhV5wHvtucbz5Q7
Stephenson Co. Fairgrounds,42.2678953,-89.62292,Mandatory,https://maps.app.goo.gl/VM5hnebfEWctB7kt9
Des Plaines Game Propagation Center,41.3290899,-88.17185,Mandatory,https://maps.app.goo.gl/uHrhwWfHygkoPBzw8
Rock Cut State Park,42.3542245,-88.99079,Mandatory,https://maps.app.goo.gl/HeyxRFCzS4ugCiHeA
Wyandot Wildlife Area,40.93074,-83.38174,Mandatory,https://maps.app.goo.gl/ZaYcSSfxKDg1vaCN9
Mickey Mart,40.95005,-83.17072,Mandatory,https://maps.app.goo.gl/9sJr2ibmFYE89fiy5
Wyandot County Fairgrounds,40.8440455,-83.27903,Mandatory,https://maps.app.goo.gl/Fnga7ea2pMoqoFq79
Pasco Custom Processing,40.877987,-83.13116,Mandatory,https://maps.app.goo.gl/563kvnAejPinD4Dh8
McGuffey Conservation Club,40.7193835,-83.80316,Mandatory,https://maps.app.goo.gl/uuUP5WZuXALj6Lwy6
Andreoff Wildlife Area,40.7686811,-83.49703,Mandatory,https://maps.app.goo.gl/xZMST8uJ7zBVGYZw5
Mifflin Township Building,40.7740915,-83.35227,Mandatory,https://maps.app.goo.gl/tD9QZj2Cem47UCFAA
Killdeer Plains Wildlife Area HQ,40.714874,-83.29997,Mandatory,https://maps.app.goo.gl/Ab3gAutMn5qBjZFF6
Hardin County Fairgrounds,40.631627,-83.61124,Mandatory,https://maps.app.goo.gl/Pxq7h83Qnq8xXaHWA
Hardin County Coon Hunters Club,40.6224488,-83.46441,Mandatory,https://maps.app.goo.gl/dYLSHuDfB9n22xVaA
Meeker Community Center,40.6439273,-83.30438,Mandatory,https://maps.app.goo.gl/ptn16r2tCC4Z6LZt6
Grand Prairie Township Building,40.6905251,-83.15503,Mandatory,https://maps.app.goo.gl/7G9JeUvdeJMJU5Nu8
Roundhead-McDonald Park,40.5610485,-83.83797,Mandatory,https://maps.app.goo.gl/yA8FmCBE2cUPoVrP9
Plaza Mini Mart,40.5288144,-83.51622,Mandatory,https://maps.app.goo.gl/ScbBoawWYn2aScEu8
Big Island Wildlife Area HQ,40.5690748,-83.27421,Mandatory,https://maps.app.goo.gl/adqBaYLB5Tj8Ym6X9
Rural King,40.5793364,-83.07715,Mandatory,https://maps.app.goo.gl/baUkjytHaCq1Fp5V8
Fort Morrow Fire Dept.,40.4638159,-83.07813,Mandatory,https://maps.app.goo.gl/VPaJ9YC5qJq4fuRF6
Westville Meat Market & Processing,30.76437,-85.85179,Mandatory,https://maps.app.goo.gl/if4jrP3zhaWEEWrW9
McKinley's Taxidermy,30.81525,-85.97096,Mandatory,https://maps.app.goo.gl/ttHN9ct4DKRYhjyh9
Bonifay Forestry Office,30.79376,-85.72109,Mandatory,https://maps.app.goo.gl/cmU73LyBTNs85AKG6
Larry Joe Harris Taxidermy,30.88017,-85.56113,Mandatory,https://maps.app.goo.gl/vFoutHuB1a9aDepT6
Backwoods Wildlife Game Processing,30.75453,-85.39277,Mandatory,https://maps.app.goo.gl/ynjzXdCKB9FtzrmP6
Campbellton Volunteer Fire Department,30.95033,-85.40109,Mandatory,https://maps.app.goo.gl/N2D3MGJap69qFp8z7
Pine Log WMA,30.41848,-85.86372,Mandatory,https://maps.app.goo.gl/nN8mwMoTeYVvCmP19
Watford's Taxidermy,30.43921,-85.89003,Mandatory,
