name,lat,long,test,link
Hackleburg Hardware,34.27010,-87.81010,Voluntary,https://maps.app.goo.gl/BLfmQb5KCWxARh1y5
USFS - Bankhead Ranger District Office,34.17150,-87.40090,Voluntary,https://maps.app.goo.gl/khufXacb2c94o4VB7
Weavers Meat Processing,34.37027,-86.99666,Voluntary,https://maps.app.goo.gl/yPPn3CXnBHCtz4sX7
Van's Sporting Goods,34.12420,-86.88800,Voluntary,https://maps.app.goo.gl/B2UbHUMd4WdCNRfS7
Redstone Arsenal - Outdoor Recreation,34.64997,-86.62491,Voluntary,https://maps.app.goo.gl/GjHKpqEw8ymvgKfG7
Jenkins Deer Processing,34.76147,-86.37990,Voluntary,https://maps.app.goo.gl/853p2rAQAAqZ41AT8
JDM-Skyline WMA Check Station,34.86509,-86.10105,Voluntary,https://maps.app.goo.gl/DyJyuzr7DVBMv6mPA
Little River WMA Check Station,34.39172,-85.60963,Voluntary,https://maps.app.goo.gl/QyBc1TMDVJ5W1hQE6
Boldo Deer Processing,33.86450,-87.16600,Voluntary,https://maps.app.goo.gl/xoYShsyUUrTMXZ3j7
District II WFF Office,33.86714,-85.73720,Voluntary,https://maps.app.goo.gl/xSjHgsLYBVFo1JUL8
Fayette County ACES Office,33.73030,-87.80480,Voluntary,https://maps.app.goo.gl/Ae6shyRsSemtvDA46
Choccolocco WMA Check Station,33.71440,-85.67260,Voluntary,https://maps.app.goo.gl/7j3NASh8nkYAdoFq8
Buddy's Sports Country,33.52578,-85.63849,Voluntary,https://maps.app.goo.gl/yhQArWFRF6nQVtu67
West Alabama Ag Company,33.27561,-88.09399,Voluntary,https://maps.app.goo.gl/NRjLh3V5zoKkZ197A
District III WFF Office,33.23388,-87.63783,Voluntary,https://maps.app.goo.gl/XitcGvu8LjGB28Ub7
Deerman's Horns and Hooves,33.17197,-87.29034,Voluntary,https://maps.app.goo.gl/9nX27Bwfxpc3GtqJA
William R. Ireland- Cahaba River WMA,33.16323,-86.95490,Voluntary,https://maps.app.goo.gl/NodC3kX4xp6vC9cp6
Shelby County Extension Office,33.17813,-86.63319,Voluntary,https://maps.app.goo.gl/mYvHJK3kcmG5qWBX6
Cabaniss Feed and Farm Supply,33.15938,-86.27240,Voluntary,https://maps.app.goo.gl/Hu9JXw29WsviPDWBA
Hollins WMA Checkstation,33.11570,-86.14680,Voluntary,https://maps.app.goo.gl/4EVeuJvDa2Cu3fv7A
East Alabama Deer Processing,33.16816,-85.37133,Voluntary,https://maps.app.goo.gl/J8gEotrNcpWGdiUp8
Oakmulgee WMA Check Station,32.95645,-87.45954,Voluntary,https://maps.app.goo.gl/NV5nmqB3NCSB8zG77
Talladega NF - Oakmulgee District Ranger Offic,32.95274,-87.17419,Voluntary,https://maps.app.goo.gl/HsBRr8nLLqoVs8Gi6
Marion Fish Hatchery,32.69211,-87.25995,Voluntary,https://maps.app.goo.gl/ewWc8HsPeB24U6e57
USDA Service Center,32.64430,-85.37260,Voluntary,https://maps.app.goo.gl/mfALTjWD4r3Hy1Y3A
Demopolis WFF Office,32.50413,-87.82557,Voluntary,https://maps.app.goo.gl/SzbiC7JJ9uxjGFd38
Central Alabama Farmers Cooperative,32.43293,-87.06050,Voluntary,https://maps.app.goo.gl/r1fagdV8p1v7CsYd8
Ace Hardware,32.29373,-87.79510,Voluntary,https://maps.app.goo.gl/BiR5fsvL6YBq7AL68
Lowndes WMA Check Station,32.21475,-86.44312,Voluntary,https://maps.app.goo.gl/GUEnNxzoMEe73wqH9
Village Jewelry and Sports,32.09096,-88.22060,Voluntary,https://maps.app.goo.gl/kUKdQzA8AWqkGmpx6
Barbour WMA,31.99552,-85.45937,Voluntary,https://maps.app.goo.gl/oJ6FLNMrxRmi4emb7
G & D Outdoors,31.73676,-87.76549,Voluntary,https://maps.app.goo.gl/enk9jXKsGhqwN8zYA
Rocko's,31.63715,-86.59986,Voluntary,https://maps.app.goo.gl/WLqNg2aSJg9twoha6
River Legend Outfitters,31.10658,-88.23956,Voluntary,https://maps.app.goo.gl/dDGfGvfPg6MCfXfV6
Brewton Feed & Seed,31.08209,-87.10825,Voluntary,https://maps.app.goo.gl/jeSK61QVb1BSAw4L7
Geneva State Forest WMA Check Station,31.11748,-86.16452,Voluntary,https://maps.app.goo.gl/235ZrR8ZZoBSHSRm8
District IV WFF Office,31.26844,-85.81610,Voluntary,https://maps.app.goo.gl/GErWdUD8ALY6aE1A9
National Guard Armory,31.09803,-85.70682,Voluntary,https://maps.app.goo.gl/cJb3Ge5F94hJLTTa9
Fadette Convenience Store,31.04491,-85.53748,Voluntary,https://maps.app.goo.gl/KkWrqGiPy9sMcPGM7
Rehobeth True Value,31.09683,-85.44470,Voluntary,https://maps.app.goo.gl/e1M4qZoFyYCLmUeq6
Cottonwood Hardware,31.05242,-85.30269,Voluntary,https://maps.app.goo.gl/guKWHVphPbn9yCsA8
Ashford True Value,31.17303,-85.22770,Voluntary,https://maps.app.goo.gl/YwiZGp2vMmSPXpFEA
Lincoln Field Office,44.68503,-83.40389,Voluntary,https://maps.app.goo.gl/4D7oyjSdVSRvB21E6
Curran,44.72752,-83.80818,Voluntary,https://maps.app.goo.gl/5sPxDzbrCfu2u36d7
Alpena Field Office,45.06093,-83.55777,Voluntary,https://maps.app.goo.gl/mLLgxA8MktxLnaVq7
Posen,45.26036,-83.69859,Voluntary,https://maps.app.goo.gl/cLmwuwk19vDWjv7V6
Bellaire Field Office,44.97576,-85.19798,Voluntary,https://maps.app.goo.gl/gcajPnrCRuvkEqKTA
Standish Field Office,43.99716,-83.97223,Voluntary,https://maps.app.goo.gl/yadvSFmAq3vBwz7p7
Platte River Fish Hatchery,44.66418,-85.93677,Voluntary,https://maps.app.goo.gl/uWaKAta7zSz5noC1A
Young State Park,45.22929,-85.03384,Voluntary,https://maps.app.goo.gl/Qd9hgDB8KA4UyRgx9
Indian River Field Office,45.39669,-84.62822,Voluntary,https://maps.app.goo.gl/uWwwBVRgpeHbgvsB6
Cheboygan Field Office,45.64530,-84.47288,Voluntary,https://maps.app.goo.gl/KFK7nWbY2isRTZjJ6
Rose Lake Field Office,42.79858,-84.49757,Voluntary,https://maps.app.goo.gl/yEShfCBgLp2HzakK6
Grayling Field Office,44.71320,-84.70391,Voluntary,https://maps.app.goo.gl/kmHXTfMH9jayExUz7
Norway Field Office,45.85720,-87.91760,Voluntary,https://maps.app.goo.gl/Rjw3hxnhQ9auv7kt6
Eaton Conservation District,42.58355,-84.84123,Voluntary,https://maps.app.goo.gl/koiytSHc6yfCEW3G9
Oden Fish Hatchery,45.42334,-84.83137,Voluntary,https://maps.app.goo.gl/xJX2GzYscZ1M4YfT7
Petoskey State Park,45.35592,-84.91326,Voluntary,https://maps.app.goo.gl/ocHGu2qhDeG3MTm97
Traverse City Customer Service Center,44.95031,-85.50502,Voluntary,https://maps.app.goo.gl/m53WJZM4pe21Z6Mm8
Ithaca Dept of Public Works,43.29031,-84.61088,Voluntary,https://maps.app.goo.gl/9fQu5VBU4VuEPpbV6
Jerome Country Market,42.05552,-84.47803,Voluntary,https://maps.app.goo.gl/LVC482c7oMRzEiCg8
Lost Nation State Game Area Barn,41.84362,-84.49561,Voluntary,https://maps.app.goo.gl/2bRgbREMN7H8DBch9
Lansing CSC,42.68102,-84.50822,Voluntary,https://maps.app.goo.gl/Gpz6mCyNzf2HUhB27
Flat River Field Office,43.10977,-85.20851,Voluntary,https://maps.app.goo.gl/8KPcqZ4iEcK4Veqh7
East Tawas State Harbor Dock,44.27803,-83.48912,Voluntary,https://maps.app.goo.gl/AaywXgQbYj1H6x8q7
Morbark,43.52027,-84.90578,Voluntary,https://maps.app.goo.gl/tZ7BA2XPe7aJoHtT6
Smith & Sons Meat Processing,43.60440,-84.74686,Voluntary,https://maps.app.goo.gl/fPEZPrPDX1jngA3R9
Chip-A-Waters,43.59714,-84.78268,Voluntary,https://maps.app.goo.gl/WKw451ktkA6DZKfF7
Waterloo Wildlife Office,42.32897,-84.20164,Voluntary,https://maps.app.goo.gl/PpGNdeK2LibSzEHMA
Jerome Country Market,42.05552,-84.47803,Voluntary,https://maps.app.goo.gl/px3Jv18jmCRZnSGG8
Kalkaska Field Office,44.72992,-85.18635,Voluntary,https://maps.app.goo.gl/6EqTB64Tt3pEjbsWA
Lowell Twp. Hall,42.91190,-85.34947,Voluntary,https://maps.app.goo.gl/yyn3oEfCkTf1w7J47
Baldwin Field Office,43.94380,-85.84598,Voluntary,https://maps.app.goo.gl/pxE9uvj4k1CmapxV6
Gabe's Country Smoked Products,44.79185,-85.85460,Voluntary,https://maps.app.goo.gl/ekYMcykPnnUTpkWY9
US Forest Service Office Cadillac/Manistee Ranger Station,44.22311,-85.94001,Voluntary,https://maps.app.goo.gl/xdo1p9mVThUntpxF9
Sanford Field Office,43.66862,-84.37211,Voluntary,https://maps.app.goo.gl/241C8Z7eHHi7wNqT8
Lake City,44.33557,-85.20963,Voluntary,https://maps.app.goo.gl/15AwLbVeu7wXqURL6
Montcalm Twp. Hall,43.26226,-85.25592,Voluntary,https://maps.app.goo.gl/LbLrk9yf4yW4xDua9
Atlanta Field Office,45.00936,-84.14610,Voluntary,https://maps.app.goo.gl/AHHzwPcXoKQPpmtE9
Hillman,45.00863,-83.97250,Voluntary,https://maps.app.goo.gl/779yXHQTqYWGnhcz9
Rifle River Recreation Area,44.42152,-84.01281,Voluntary,https://maps.app.goo.gl/573DEEqRfdvYddeJ8
Tractor Supply Company,44.27468,-84.22374,Voluntary,https://maps.app.goo.gl/pCtFXgUdNvveYSdf7
West Branch Field Office,44.32141,-84.22622,Voluntary,https://maps.app.goo.gl/UsHgQgSh4XsGho2b7
Evart Field Office,43.90115,-85.24564,Voluntary,https://maps.app.goo.gl/eqUyte66TrYH8CTC6
Mio Field Office,44.66393,-84.12805,Voluntary,https://maps.app.goo.gl/6PksJPBvckMdJ1J36
Gaylord Customer Service Center,45.02847,-84.70907,Voluntary,https://maps.app.goo.gl/FtcB1MioUR39cJGUA
Onaway,45.35788,-84.22617,Voluntary,https://maps.app.goo.gl/oThE1QnwBcQgkAwR6
Rogers City,45.41849,-83.83116,Voluntary,https://maps.app.goo.gl/hf6qonbM9CYFRBEQ8
Roscommon Customer Service Center,44.46263,-84.60145,Voluntary,https://maps.app.goo.gl/i2D5L6rnKNNaS8A2A
Cadillac Customer Service Center,44.21529,-85.40582,Voluntary,https://maps.app.goo.gl/LiaYvMomSS9LD2AD7
Baton Rouge,30.39873,-91.12846,Voluntary,https://maps.app.goo.gl/MXMCdXFEMpiDhwfN7
Hammond,30.47211,-90.49693,Voluntary,https://maps.app.goo.gl/FUJSQyZjqidbgPxK8
Lafayette,30.22113,-92.05394,Voluntary,https://maps.app.goo.gl/ytHMcYQHtiXwWgHz5
Lake Charles,30.22686,-93.14783,Voluntary,https://maps.app.goo.gl/W8rbuWFTmEB2fr8J6
Minden,32.57682,-93.16263,Voluntary,https://maps.app.goo.gl/M3FKCKVe28yR72W77
Monroe,32.58890,-92.06224,Voluntary,https://maps.app.goo.gl/KTrZXoetgkmgGA1w6
Pineville,31.34719,-92.43161,Voluntary,https://maps.app.goo.gl/47e4TAxBEA7zDpAw8
Junior Fire Department,38.97822,-79.94973,Mandatory,https://maps.app.goo.gl/72rCsmBwGfsK5kUi7
Longview One Stop,38.37163,-80.59752,Mandatory,https://maps.app.goo.gl/8wy9BbGkT26xxVTM6
Nestorville Community Church,39.39602,-80.30012,Mandatory,https://maps.app.goo.gl/bVTLKunDqLQvmuFh8
Mattchew's Bar and Grill,39.18071,-80.05440,Mandatory,https://maps.app.goo.gl/axrxPawYe8HagNcm8
Barbour County Fairgrounds,39.04220,-80.32499,Mandatory,https://maps.app.goo.gl/Kj8bA3ShUhDCFLaz7
Kenna Exxon,38.67221,-81.65389,Mandatory,https://maps.app.goo.gl/ZVE67GmzN1VbBqVT7
C-Mart,38.82319,-81.70771,Mandatory,https://maps.app.goo.gl/wBGRmAzv8Bp9p14a7
Turkey Fork Grocery,38.93337,-81.63157,Mandatory,https://maps.app.goo.gl/k5Z929pxNvLCYHJr7
C-Mart II,38.82440,-81.52161,Mandatory,https://maps.app.goo.gl/9XyQeZMy7gukmzcm8
Old and New Sports,38.95815,-81.76951,Mandatory,https://maps.app.goo.gl/Eeey3ma8HYxVBaAX8
Sandhill Foodmart,38.87202,-82.11509,Mandatory,https://maps.app.goo.gl/eJmwtTWsySqVZZUf9
New Haven Marathon,38.98610,-81.97038,Mandatory,https://maps.app.goo.gl/61yj5Q2K1mGRB5cL6
"Leon General, LLC",38.66407,-81.94976,Mandatory,https://maps.app.goo.gl/mQ7LpPUuFtswcPCp9
Jerrys Run Food Mart,38.65931,-82.16768,Mandatory,https://maps.app.goo.gl/QyRdqZXFSb9dDtbo9
Deans Variety Mart,38.98205,-80.08540,Mandatory,https://maps.app.goo.gl/rHMwWELfRKmEx2hu7
Tractor Supply Co.,38.80955,-79.90156,Mandatory,https://maps.app.goo.gl/b1rpW9byZH66aGNQ7
WVDNR District 3 Office,39.03692,-80.33059,Mandatory,https://maps.app.goo.gl/p65Z7Zh9iGGRq8ys5
DEC's Region 8,42.90361,-77.67433,Voluntary,https://maps.app.goo.gl/SgeYCfaiDAykadfQ6
DEC's Region 9,42.63467,-78.53105,Voluntry,https://maps.app.goo.gl/3bf9gfVyFmY8wnWb6
ABRAMS BP,44.74540,-88.04808,Voluntary,https://maps.app.goo.gl/5p2bhrHphxK4DNEfA
ALL SEASON TAXIDERMY,44.07470,-89.28790,Voluntary,https://maps.app.goo.gl/CQ1GW7tTDEVkM46d8
ANTIGO DNR SERVICE CENTER,45.16043,-89.13841,Voluntary,https://maps.app.goo.gl/xhcu23wPb45Bhw9y9
BAIT BOX,46.69087,-92.02705,Voluntary,https://maps.app.goo.gl/QJM9yzvTf1Vqj8qn9
BERNDT'S HIDE SERVICE,42.66678,-88.22855,Voluntary,https://maps.app.goo.gl/9yGRdzYNwzzuumyL9
BREAKER TAXIDERMY,44.74081,-89.06317,Voluntary,https://maps.app.goo.gl/MwkoXGNhdGZzyfC77
BROOKLYN TOWN HALL,43.84415,-88.96011,Voluntary,https://maps.app.goo.gl/t655XhBGKRPfdEfV6
CUMBERLAND DNR SERVICE CENTER,45.53680,-92.02165,Voluntary,https://maps.app.goo.gl/5nRwF9NLY7RZJKLi8
FRIENDSHIP RANGER STATION,44.02053,-88.53742,Voluntary,https://maps.app.goo.gl/ohhgC9AbgQXNXFmT8
DNR SERVICE CENTER- GREEN BAY,44.53424,-88.07216,Voluntary,https://maps.app.goo.gl/VHN9xUMHzwYegQeA6
NEW FRANKEN SPORTSMAN CLUB,44.50521,-87.82602,Voluntary,https://maps.app.goo.gl/nsHkrd4irNJYLgGT6
GRANTSBURG DNR RANGER STATION,45.77289,-92.69053,Voluntary,https://maps.app.goo.gl/P2PUHpdzedDHENEu7
HIGH CLIFF STATE PARK MAINTENANCE SHOP,44.16265,-88.26490,Voluntary,https://maps.app.goo.gl/5UjUVhcyytGSRJkf8
DNR WILDLIFE MANAGEMENT OFFICE,43.40130,-89.41890,Voluntary,https://maps.app.goo.gl/YSMwK55WjihBWQ9x8
STRUGEON BAY DNR SERVICE CENTER,44.82779,-87.38199,Voluntary,https://maps.app.goo.gl/ooMswNtUVEUgacne9
BRULE DNR FIELD STATION,46.57630,-91.55390,Voluntary,https://maps.app.goo.gl/3hZyUWDkuRAmbbv9A
EAU CLAIRE SERVICE CENTER,44.78400,-91.48770,Voluntary,https://maps.app.goo.gl/dPkDePquNzzvkucj9
KMSF-NU HEADQUARTERS AUBURN ROAD,43.60420,-88.27290,Voluntary,https://maps.app.goo.gl/8DSdwvFNAx6UWpG66
ST. CLOUD BP,43.82349,-88.16652,Voluntary,https://maps.app.goo.gl/7hwNX6NZTszpZn7Y7
MERCER RANGER STATION ,46.16676,-90.06983,Voluntary,https://maps.app.goo.gl/RMHrsU8iHahHv2MBA
DNR LAKE MILLS OFFICE,43.06488,-88.91617,Voluntary,https://maps.app.goo.gl/WKXrqdk3pcz9MbSp9
FROH'S TAXIDERMY,43.98850,-90.24944,Voluntary,https://maps.app.goo.gl/LvVZnFLsx6mHteQb6
"TODD'S WILDLIFE TAXIDERMY, LLC",43.79340,-90.06410,Voluntary,https://maps.app.goo.gl/Q2owGSAxXwB12wFV9
INTEGRITY MEATS,43.75160,-90.28890,Voluntary,https://maps.app.goo.gl/xCcFe4GY5Fw2RQhg8
RICHARD BONG RECREATIONAL AREA,42.63796,-88.11839,Voluntary,https://maps.app.goo.gl/aif1E4ayMhmMHYwv7
KENOSHA BOWMEN,42.56730,-87.99177,Voluntary,https://maps.app.goo.gl/gUUgrLLiXc6AFjSV9
ANTIGO DNR SERVICE CENTER,45.16043,-89.13841,Voluntary,https://maps.app.goo.gl/qbxZbcn75YyK6QNH8
MERRILL DNR RANGER STATION,45.17981,-89.65578,Voluntary,https://maps.app.goo.gl/kKNvPT7yB6RuP1KH9
WAUSAU SERVICE CENTER,44.96540,-89.70660,Voluntary,https://maps.app.goo.gl/nZbvxWanBpDd3KiN9
SUPERIOR TAXIDERMY,44.86516,-89.58204,Voluntary,https://maps.app.goo.gl/kZV7sSe8tfu3At2q6
PESHTIGO SERVICE CENTER,45.05812,-87.72807,Voluntary,https://maps.app.goo.gl/o5tUDkMEkRSqS2fU8
WAUSAUKEE RANGER STATION,45.34950,-87.90990,Voluntary,https://maps.app.goo.gl/Tx1xrsWpScxspjUQ8
PEMBINE RANGER STATION,45.60740,-87.97040,Voluntary,https://maps.app.goo.gl/8RMtnU4iReCP9aTd7
MEATSKI'S,45.12730,-88.13960,Voluntary,https://maps.app.goo.gl/MMt2toDP6WdQ2e6s7
DNR GRAND RIVER SHED,43.67180,-89.19180,Voluntary,https://maps.app.goo.gl/HR4Pr3oLzGP3TLcc9
MONTELLO RANGER STATION,43.79836,-89.31740,Voluntary,https://maps.app.goo.gl/rRXvocZUNZaHbrm78
OCONTO FALLS RANGER STATION,44.87550,-88.15550,Voluntary,https://maps.app.goo.gl/mMwi5ia7VhU6wMnS9
GILLETT SHELL LLC,44.94141,-88.32509,Voluntary,https://maps.app.goo.gl/KMmb43ENkbHpVuLR9
MARTIN'S JUNCTION SHELL STATION,45.13159,-88.43353,Voluntary,https://maps.app.goo.gl/HeGzhVhLQRN7v9Z78
HILLCREST MEAT PROCESSING,44.95704,-87.92625,Voluntary,https://maps.app.goo.gl/W2sQ2HvTN8bjNaCR7
RHINELANDER SERVICE CENTER,45.63763,-89.41843,Voluntary,https://maps.app.goo.gl/vmXDStjjTUvp4hJ19
WOODRUFF DNR SERVICE CENTER,45.91860,-89.69540,Voluntary,https://maps.app.goo.gl/Ryf2q4MaG58uZPjPA
SPEEDWAY,44.73236,-92.47898,Voluntary,https://maps.app.goo.gl/APoR6GxPaz5KLeWk6
POLK COUNTY LAND & WATER,45.45487,-92.46743,Voluntary,https://maps.app.goo.gl/JKnPcLwUtbRfrWWo8
PORTAGE CO. TRANSFER FACILITY,44.45560,-89.49967,Voluntary,https://maps.app.goo.gl/jpj6tZvz8ViukSmr9
PEOPLE'S MEAT MARKET,44.51646,-89.44570,Voluntary,https://maps.app.goo.gl/LKqT6va18CFJJ3Kx8
VOLLMER'S ANIMAL ARTS TAXIDERMY,44.43660,-89.64742,Voluntary,https://maps.app.goo.gl/JUeCkw9eEYm77Eaz7
PRENTICE DNR RANGER STATION,45.54398,-90.30108,Voluntary,https://maps.app.goo.gl/dcnMT1aocygvarFN9
PARK FALLS DNR SERVICE CENTER/KIOSK,45.92597,-90.45152,Voluntary,https://maps.app.goo.gl/58pxihvugfaYmbfaA
SHOOTERS SPORT CENTER,42.81541,-87.97921,Voluntary,https://maps.app.goo.gl/wS8PfsT5gjagoNwW6
UNION GROVE SCHOOL,42.69569,-88.05183,Voluntary,https://maps.app.goo.gl/5fZZJEic93Kk8PDC8
DNR JANESVILLE SERVICE CENTER,42.72210,-88.99425,Voluntary,https://maps.app.goo.gl/THsPuL57v2wS5Y4t6
LADYSMITH DNR SERVICE CENTER,45.37160,-91.11058,Voluntary,https://maps.app.goo.gl/K8wXpsfWsTMWzMBYA
WHITETAIL CROSSING CONVENIENCE STORE,43.46513,-89.77693,Voluntary,https://maps.app.goo.gl/WkW8MZAW4ZAnT4hx6
DNR HAYWARD SERVICE CENTER,45.95520,-91.27830,Voluntary,https://maps.app.goo.gl/dPkDePquNzzvkucj9
DNR WINTER RANGER STATION,45.84144,-91.01389,Voluntary,https://maps.app.goo.gl/qsiPnycBeB8oJmnC9
PINGEL PROCESSING,44.78510,-88.60360,Voluntary,https://maps.app.goo.gl/c8LwS8TWySjQtiBRA
SHAWANO DNR FIELD STATION,44.77835,-88.58369,Voluntary,https://maps.app.goo.gl/RKTFMLgFoQDFyNkU8
NAVARINO FIELD OFFICE,44.49720,-88.55620,Voluntary,https://maps.app.goo.gl/iz6761UcWfzdeRm26
VILLAGE OF TIGERTON,44.74223,-89.06280,Voluntary,https://maps.app.goo.gl/BSqaCbnVJSCic72CA
JIM'S VENISON PROCESSING,44.82880,-89.16644,Voluntary,https://maps.app.goo.gl/gCezwsA4h1VRzbW59
WEYKER OUTDOORS LLC,43.56720,-87.98160,Voluntary,https://maps.app.goo.gl/UbQxq9JEGugkmpy88
DNR PLYMOUTH SERVICE CENTER,43.73225,-87.94526,Voluntary,https://maps.app.goo.gl/5F9b8FnYLCYkkGsj9
MILL'S FLEET FARM,44.96065,-92.73429,Voluntary,https://maps.app.goo.gl/LqZL67evfLJyDuWe6
TIMBERLAND TROPHIES,43.66354,-90.85755,Voluntary,https://maps.app.goo.gl/mGfcG1H9vZ2z1jqo6
